,id,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
4800,215287,White,2,38.3,3.2,GL,0.37,0.766057807,1
4801,215288,White,2,44.3,3.6,NE,0.66,0.895212728,1
4802,215289,White,1,42.2,3.6,Mt,0.91,0.85281174,1
4803,215290,White,2,36.9,3.2,FW,0.71,0.752582403,1
4804,215291,White,2,34.1,3.7,MW,-0.51,0.778833137,1
4805,215292,Black,2,33.1,3.1,NE,0.37,0.704053326,1
4806,215293,White,1,37.1,3.1,NE,0.09,0.759645126,1
4807,215294,White,1,40.4,3.5,GL,0.7,0.837803705,1
4808,215295,White,1,30.5,3.3,SC,0.5,0.68815527,1
4809,215296,White,2,29.3,3.2,NE,0.52,0.671175406,1
4810,215297,White,2,30.4,3.4,NE,0.38,0.709442745,1
4811,215298,White,1,39.5,3.1,NE,-1.18,0.787167321,0
4812,215299,White,2,36.6,3.8,NE,-0.01,0.819001936,1
4813,215300,White,2,43.0,3.7,GL,0.45,0.889197765,1
4814,215301,White,1,29.0,2.7,NE,-0.31,0.624592474,1
4815,215302,Black,2,30.1,2.4,MS,-0.82,0.62290679,1
4816,215303,White,1,44.9,2.7,NE,-0.74,0.823669715,0
4817,215304,Other,1,31.0,3.3,NE,0.02,0.705994715,1
4818,215305,White,2,38.5,3.5,MS,-1.15,0.799719933,1
4819,215306,Other,1,22.4,3.1,SE,0.24,0.579296448,1
4820,215307,White,2,45.0,3.6,SE,1.14,0.895116402,1
4821,215308,White,1,34.8,3.7,FW,0.58,0.782549981,1
4822,215309,White,1,38.1,3.5,NG,0.45,0.805249521,0
4823,215310,White,2,30.3,2.9,GL,-0.91,0.654093155,1
4824,215311,Asian,1,17.2,3.5,MS,-1.36,0.563891618,1
4825,215312,White,2,45.8,3.5,NE,1.24,0.909552953,1
4826,215313,White,1,39.7,2.5,GL,0.88,0.742104565,1
4827,215314,White,2,36.1,2.7,MS,0.06,0.713198573,1
4828,215315,White,2,39.4,3.4,NE,1.43,0.802378397,1
4829,215316,White,1,34.5,2.7,NG,-0.89,0.684812048,1
4830,215317,White,1,32.6,3.4,FW,0.32,0.716782862,1
4831,215318,Asian,2,22.2,2.5,GL,-0.98,0.535809747,1
4832,215319,White,2,35.0,3.2,NG,-1.42,0.734556215,1
4833,215320,Asian,1,41.7,2.3,FW,0.17,0.756802187,0
4834,215321,Mexican,2,25.2,2.5,SC,-1.09,0.563046931,1
4835,215322,Mexican,2,41.0,3.5,NE,0.03,0.837962502,1
4836,215323,White,2,34.3,3.3,SE,0.46,0.735030257,1
4837,215324,White,2,40.2,4.0,FW,0.28,0.890706159,1
4838,215325,Other,1,29.6,2.4,NW,0.79,0.603630267,0
4839,215326,White,2,38.1,2.6,FW,0.49,0.728291191,1
4840,215327,White,1,41.6,3.5,NE,-0.39,0.844676616,1
4841,215328,Asian,2,38.7,3.8,GL,0.75,0.844934568,0
4842,215329,White,2,44.9,2.9,NE,-0.06,0.839257873,1
4843,215330,White,2,35.6,3.7,SC,1.28,0.800355928,1
4844,215331,White,2,33.7,3.2,FW,-0.22,0.725754632,1
4845,215332,White,2,28.2,3.2,GL,1.03,0.662549045,1
4846,215333,White,1,37.5,3.3,MS,-0.62,0.779097591,1
4847,215334,White,2,37.2,3.1,MS,1.14,0.752141759,1
4848,215335,White,2,36.0,3.3,NE,1.56,0.750662977,1
4849,215336,White,1,38.3,3.4,MW,-0.66,0.792565555,0
4850,215337,White,2,33.0,3.4,GL,-0.86,0.725725863,1
4851,215338,White,1,35.8,3.6,MS,0.08,0.780859762,0
4852,215339,White,2,29.6,2.9,FW,-0.18,0.65503157,0
4853,215340,White,1,35.0,3.4,SC,0.05,0.766534066,1
4854,215341,White,2,36.8,3.5,SE,-0.27,0.786798081,1
4855,215342,White,1,33.2,2.8,FW,0.92,0.672690441,1
4856,215343,White,2,37.9,3.5,MW,0.37,0.810845299,1
4857,215344,White,2,25.1,3.1,SE,0.75,0.610847381,1
4858,215345,White,2,40.5,3.3,NE,0.79,0.816111428,1
4859,215346,White,1,37.9,3.4,NG,0.3,0.785095179,1
4860,215347,White,1,38.0,3.8,FW,2.19,0.839910503,1
4861,215348,Other,2,41.2,3.3,GL,0.1,0.830553603,1
4862,215349,Asian,1,41.4,3.5,GL,0.81,0.844498379,1
4863,215350,White,2,34.9,3.7,NE,-0.65,0.780148384,1
4864,215351,White,2,24.5,2.7,NE,-0.41,0.573036386,1
4865,215352,White,2,44.6,3.8,GL,0.25,0.913418245,1
4866,215353,Black,1,34.9,3.1,NG,0.04,0.72858493,1
4867,215354,White,2,37.1,3.3,NE,1.22,0.772798371,1
4868,215355,White,1,33.1,2.9,GL,0.76,0.684197788,0
4869,215356,White,1,36.5,3.4,GL,0.09,0.775677659,1
4870,215357,White,2,33.5,3.2,Mt,0.64,0.717213001,1
4871,215358,White,1,34.4,3.0,GL,1.06,0.712054747,1
4872,215359,White,2,44.7,3.4,SC,2.31,0.883128181,1
4873,215360,White,2,35.7,3.1,GL,0.01,0.734635646,0
4874,215361,White,2,38.4,3.3,NE,-0.85,0.779012575,1
4875,215362,White,2,34.2,3.4,NG,-0.23,0.749619567,1
4876,215363,White,2,29.4,3.0,MS,-0.33,0.647498155,1
4877,215364,White,2,37.6,2.6,MW,0.7,0.700095631,1
4878,215365,White,1,31.2,3.4,MS,0.34,0.7123272,1
4879,215366,White,2,30.8,3.6,Mt,-0.29,0.726915671,1
4880,215367,White,2,25.4,3.2,GL,1.05,0.622701548,1
4881,215368,White,2,42.7,2.9,SC,0.24,0.811293689,1
4882,215369,White,2,30.2,2.4,SE,-0.78,0.605407716,1
4883,215370,White,1,35.4,3.1,SC,0.8,0.743912706,1
4884,215371,White,2,38.7,3.6,FW,0.0,0.826537518,1
4885,215372,White,2,35.1,2.6,GL,-1.1,0.692888206,1
4886,215373,Other,2,36.1,3.0,NE,-1.39,0.728491221,1
4887,215374,White,1,45.3,2.8,NE,0.82,0.837349923,1
4888,215375,White,1,36.7,2.5,GL,0.13,0.704416662,1
4889,215376,White,2,37.4,3.0,GL,-0.61,0.749574149,1
4890,215377,White,2,42.0,3.6,NE,1.97,0.860822882,1
4891,215378,Black,1,33.2,3.8,FW,-0.77,0.784810433,1
4892,215379,White,1,37.2,2.2,GL,-1.6,0.690730033,0
4893,215380,White,1,39.4,2.8,GL,0.43,0.751156591,1
4894,215381,White,1,39.4,3.8,NE,-0.05,0.850427022,1
4895,215382,White,2,37.1,2.9,SE,-0.08,0.751258382,1
4896,215383,White,2,41.3,3.2,FW,-0.01,0.819182147,1
4897,215384,White,2,42.3,2.6,SE,-0.09,0.776718587,1
4898,215385,White,2,30.9,2.9,NE,-0.58,0.677528512,1
4899,215386,Black,1,29.9,3.4,MS,-0.4,0.699938637,0
4900,215387,White,1,32.5,2.7,GL,-1.49,0.662988436,1
4901,215388,White,1,32.0,2.9,GL,-1.3,0.679073744,1
4902,215389,White,1,38.0,3.2,GL,0.66,0.76428116,0
4903,215390,White,2,38.7,2.9,NE,0.74,0.753529074,1
4904,215391,White,1,34.6,2.2,NE,-0.64,0.657933417,1
4905,215392,White,1,41.4,3.3,NE,-0.75,0.832957542,1
4906,215393,White,1,34.6,3.3,SC,-0.13,0.743116748,1
4907,215394,White,2,33.0,3.6,NE,0.56,0.744956348,1
4908,215395,White,2,36.0,3.6,NE,1.05,0.7877285,0
4909,215396,White,2,40.2,3.4,NE,-0.44,0.809180174,1
4910,215397,White,1,43.1,3.5,MW,-1.27,0.874450422,1
4911,215398,Hispanic,2,33.0,2.7,SC,0.49,0.670042678,1
4912,215399,White,1,35.0,3.1,NE,1.26,0.728343974,1
4913,215400,White,1,30.5,3.3,NE,-0.18,0.701271569,1
4914,215401,White,2,41.6,3.2,GL,-1.5,0.815932779,1
4915,215402,White,1,42.8,3.5,FW,0.08,0.874704881,1
4916,215403,White,2,37.8,3.5,MS,0.13,0.803949847,1
4917,215404,White,2,34.4,3.4,FW,0.47,0.744040065,1
4918,215405,White,1,38.7,3.7,NE,0.62,0.827963164,1
4919,215406,White,2,41.8,2.7,NG,0.95,0.781628967,1
4920,215407,White,2,42.5,3.8,FW,0.2,0.882502896,1
4921,215408,White,1,36.8,3.7,NE,0.23,0.810791783,1
4922,215409,Black,1,35.1,3.0,NE,-0.7,0.719716282,1
4923,215410,White,2,44.5,3.7,SC,1.62,0.917974992,1
4924,215411,Asian,1,30.9,2.9,GL,0.25,0.659879938,1
4925,215412,White,2,43.5,2.6,SE,0.86,0.801615846,1
4926,215413,White,1,40.3,2.7,SE,-0.23,0.767574604,1
4927,215414,White,1,27.2,3.5,Mt,-0.23,0.681246508,1
4928,215415,White,2,40.9,2.4,NE,-0.01,0.751290955,1
4929,215416,White,1,34.3,2.9,FW,-0.16,0.711510216,1
4930,215417,White,2,36.2,3.8,FW,2.34,0.800100556,1
4931,215418,Asian,2,35.2,3.4,SE,0.61,0.757416748,1
4932,215419,White,2,36.7,3.6,NE,1.98,0.8042168,1
4933,215420,Black,2,39.5,2.7,Mt,0.23,0.764155362,1
4934,215421,White,2,40.8,3.2,MS,0.83,0.805655145,1
4935,215422,White,1,25.5,3.4,NE,-1.14,0.648965548,1
4936,215423,Puertorican,1,37.0,3.3,SE,1.22,0.760727261,1
4937,215424,White,1,36.7,3.7,SC,-0.42,0.811018242,1
4938,215425,White,2,38.8,3.3,FW,0.49,0.792977794,1
4939,215426,White,2,35.8,3.1,SE,0.58,0.745655821,1
4940,215427,White,2,38.8,3.1,SC,-0.49,0.772331226,1
4941,215428,White,1,32.4,2.8,NE,0.67,0.675080581,1
4942,215429,White,1,33.7,3.1,FW,0.65,0.712361893,1
4943,215430,Black,2,30.1,3.3,NE,-1.49,0.686396831,1
4944,215431,White,1,36.5,3.7,GL,1.48,0.816262627,1
4945,215432,White,1,35.8,3.3,NE,0.73,0.755370031,1
4946,215433,Black,1,40.7,3.8,Mt,1.31,0.878184303,1
4947,215434,White,2,37.3,3.8,GL,0.26,0.83308846,1
4948,215435,White,2,42.8,3.3,FW,0.82,0.84623234,1
4949,215436,White,2,37.7,3.0,NE,-0.77,0.746761405,1
4950,215437,Black,2,29.3,3.4,NG,-3.04,0.691042365,0
4951,215438,White,1,30.4,3.0,NE,1.29,0.661859827,1
4952,215439,White,1,39.6,3.7,FW,-0.09,0.840782745,1
4953,215440,White,2,39.3,2.4,GL,-1.41,0.720956132,1
4954,215441,White,1,25.6,2.2,Mt,-0.58,0.554846988,1
4955,215442,White,2,27.9,2.6,FW,-0.34,0.609964048,0
4956,215443,White,1,31.7,3.4,SE,1.6,0.727057853,1
4957,215444,Mexican,1,29.3,2.3,MS,-0.82,0.581398794,0
4958,215445,White,2,34.4,3.6,FW,0.55,0.770163066,1
4959,215446,White,2,34.6,3.4,MS,-0.83,0.749070141,1
4960,215447,White,2,40.9,2.8,MS,1.95,0.78317451,1
4961,215448,White,1,40.6,2.9,MS,-0.17,0.788803093,1
4962,215449,White,2,35.7,2.2,NE,0.51,0.67514165,1
4963,215450,White,2,36.8,2.1,NE,0.97,0.679220034,1
4964,215451,White,2,33.2,3.5,SC,-1.28,0.742452493,1
4965,215452,White,1,34.3,3.7,GL,0.05,0.777863807,1
4966,215453,White,1,36.7,3.7,SC,-0.82,0.805956083,1
4967,215454,White,1,35.1,3.6,Mt,-0.4,0.787473013,1
4968,215455,White,2,40.3,3.8,GL,1.08,0.873924621,1
4969,215456,White,1,48.0,3.9,GL,0.29,1.0,1
4970,215457,White,2,41.2,3.4,NE,-0.27,0.828913777,1
4971,215458,White,1,38.2,3.4,FW,1.06,0.797981802,0
4972,215459,White,1,36.8,3.7,SE,1.65,0.81805258,1
4973,215460,White,2,34.7,3.5,GL,-0.82,0.767638004,1
4974,215461,White,2,35.7,3.4,FW,0.39,0.765148014,1
4975,215462,White,2,37.6,3.3,FW,1.42,0.776755254,1
4976,215463,White,2,44.9,3.6,FW,1.07,0.903849485,1
4977,215464,White,2,46.2,3.3,NE,0.93,0.887719868,1
4978,215465,White,2,34.8,3.4,NE,-0.02,0.756329249,1
4979,215466,White,2,35.9,2.6,GL,-1.2,0.703621849,1
4980,215467,White,2,36.5,2.2,MS,0.1,0.680655479,1
4981,215468,White,1,34.4,3.0,NE,0.18,0.720201967,0
4982,215469,White,1,44.8,3.6,NE,1.01,0.897797758,1
4983,215470,White,2,40.0,3.3,NG,0.87,0.809607754,1
4984,215471,Hispanic,1,33.0,3.8,NE,0.35,0.77844537,1
4985,215472,White,2,27.8,3.1,FW,1.31,0.640635531,1
4986,215473,White,2,29.2,2.4,GL,0.02,0.595526973,1
4987,215474,White,1,40.3,3.0,NE,1.12,0.781500929,1
4988,215475,White,1,43.5,3.3,NE,-0.81,0.84936332,1
4989,215476,White,2,33.3,3.2,NE,0.34,0.72894841,1
4990,215477,Hispanic,1,33.9,3.2,GL,-0.39,0.718884049,1
4991,215478,White,1,37.1,3.4,GL,1.0,0.781459314,1
4992,215479,White,2,37.1,3.6,FW,1.09,0.783946865,1
4993,215480,White,1,31.0,3.0,GL,0.18,0.683428752,1
4994,215481,White,2,34.3,3.5,NE,-0.16,0.753644698,1
4995,215482,White,1,38.7,2.4,NE,-0.13,0.71493757,1
4996,215483,Hispanic,1,38.3,3.1,FW,0.39,0.765969228,1
4997,215484,White,1,21.6,2.4,FW,-0.83,0.52045772,1
4998,215485,White,2,40.1,2.3,SC,-0.41,0.741957376,1
4999,215486,White,1,42.0,3.5,GL,1.67,0.854973672,1
5000,215487,White,1,29.9,3.3,FW,0.16,0.694472749,1
5001,215488,White,1,38.3,3.4,NE,1.02,0.805645457,1
5002,215489,White,1,46.3,3.8,NE,0.19,0.938521359,1
5003,215490,White,1,28.0,3.4,SC,-0.65,0.666946644,0
5004,215491,Black,2,39.5,3.1,MS,0.41,0.784028053,0
5005,215492,White,2,43.8,2.2,NE,0.15,0.777093188,1
5006,215493,White,1,33.8,3.2,NG,1.06,0.726069766,1
5007,215494,White,2,32.1,3.1,NE,-1.04,0.693560013,1
5008,215495,White,1,33.1,3.4,NE,0.0,0.732770062,0
5009,215496,White,1,35.6,3.1,NE,-0.5,0.730397548,1
5010,215497,White,2,41.1,3.8,GL,1.9,0.872460052,1
5011,215498,White,2,45.0,3.3,Mt,1.6,0.876273777,1
5012,215499,White,1,36.7,2.8,FW,-0.08,0.723178876,1
5013,215500,White,1,34.3,3.4,SC,-0.01,0.737719012,1
5014,215501,Mexican,1,33.4,2.1,MW,-0.04,0.633703641,1
5015,215502,White,2,37.9,2.7,NE,0.99,0.728496674,1
5016,215503,Asian,2,36.4,3.5,SC,0.49,0.779189955,1
5017,215504,White,2,28.8,2.9,GL,-0.06,0.638735904,0
5018,215505,Mexican,1,24.4,3.0,SC,-2.81,0.60547558,1
5019,215506,White,1,39.9,3.8,MW,-0.28,0.861767636,1
5020,215507,White,1,31.8,2.2,FW,-1.8,0.609836418,1
5021,215508,Hispanic,2,40.5,3.5,NE,-1.45,0.834459093,1
5022,215509,White,1,40.9,3.3,SE,1.23,0.822942651,1
5023,215510,White,2,40.0,3.9,FW,-0.58,0.880297691,1
5024,215511,White,2,31.4,3.1,FW,-0.42,0.683257645,1
5025,215512,White,1,38.0,3.0,NE,-0.81,0.763340677,1
5026,215513,White,1,39.0,1.9,NE,-0.99,0.693050547,1
5027,215514,White,1,46.7,3.7,NE,0.75,0.934972627,1
5028,215515,White,2,35.8,3.0,NG,1.87,0.718758942,1
5029,215516,White,2,33.8,3.8,NE,-0.63,0.787055732,1
5030,215517,White,1,31.6,2.9,NW,-0.15,0.666623738,1
5031,215518,White,2,36.4,3.7,GL,0.62,0.807700907,1
5032,215519,White,2,40.7,3.6,SE,0.53,0.856543591,1
5033,215520,White,2,34.1,2.8,FW,0.68,0.696278606,1
5034,215521,White,2,45.7,3.1,FW,-0.57,0.864803896,0
5035,215522,Hispanic,1,41.1,3.6,SE,1.42,0.856246817,1
5036,215523,White,1,42.3,1.9,SC,0.16,0.727833102,1
5037,215524,Hispanic,2,37.2,3.8,MS,-1.19,0.82322789,1
5038,215525,White,2,30.6,3.4,FW,-0.44,0.704998922,1
5039,215526,White,1,40.1,3.6,SC,1.45,0.835498857,1
5040,215527,White,1,36.4,3.7,SC,1.26,0.80161758,1
5041,215528,White,2,41.0,3.0,GL,-0.31,0.796547827,1
5042,215529,White,1,41.9,2.8,FW,1.15,0.800599172,1
5043,215530,White,2,27.9,3.3,NE,0.93,0.660906329,1
5044,215531,White,2,41.0,3.3,FW,0.54,0.810907757,0
5045,215532,White,1,33.6,3.2,NE,-0.97,0.714801687,1
5046,215533,White,2,40.2,3.5,NE,-0.09,0.82539405,1
5047,215534,White,1,31.9,2.9,SE,0.2,0.672860834,1
5048,215535,White,1,37.5,3.5,MW,0.41,0.797926631,1
5049,215536,White,1,35.7,2.9,Mt,1.03,0.719736807,1
5050,215537,White,1,39.4,3.7,SE,1.96,0.837105147,1
5051,215538,White,1,44.0,3.6,MS,0.02,0.898026513,0
5052,215539,White,1,38.1,3.6,SC,-0.87,0.812618555,1
5053,215540,White,2,21.8,3.3,FW,-0.34,0.593708235,1
5054,215541,Black,2,35.8,2.6,MS,-0.09,0.705012849,0
5055,215542,White,1,32.0,3.8,SC,-1.08,0.775892578,0
5056,215543,White,2,35.1,3.7,FW,0.02,0.791516014,1
5057,215544,White,2,42.3,3.0,MS,1.59,0.810705936,1
5058,215545,Asian,1,32.6,2.5,SE,0.2,0.659278485,1
5059,215546,White,1,44.4,3.0,NE,0.9,0.840315859,1
5060,215547,White,1,39.8,2.7,FW,1.17,0.761171012,1
5061,215548,White,2,36.5,3.4,GL,-0.11,0.777022085,1
5062,215549,White,2,48.0,3.7,FW,0.29,0.952419252,1
5063,215550,White,1,32.5,3.2,GL,-0.5,0.715958564,1
5064,215551,White,2,43.7,3.7,FW,0.18,0.894888788,1
5065,215552,White,1,44.8,3.0,NE,0.74,0.844919866,1
5066,215553,White,2,37.4,3.8,NE,0.79,0.834422726,1
5067,215554,White,1,38.5,3.0,MS,-0.56,0.760413528,0
5068,215555,White,1,36.9,3.5,FW,1.1,0.775085435,1
5069,215556,White,2,47.1,3.6,GL,1.66,0.931655384,1
5070,215557,White,2,37.2,3.6,SE,1.67,0.80398064,1
5071,215558,White,2,42.7,3.3,SE,0.69,0.845881305,1
5072,215559,White,1,30.9,3.5,NG,-0.26,0.716355647,1
5073,215560,White,2,38.5,3.4,GL,-0.48,0.799842599,1
5074,215561,White,2,33.4,3.5,MS,0.18,0.751651397,1
5075,215562,Asian,2,44.6,3.0,SE,0.4,0.834035401,1
5076,215563,White,2,30.7,3.3,NE,0.66,0.69971112,1
5077,215564,White,1,38.4,3.7,NE,1.35,0.838105584,0
5078,215565,White,1,33.9,2.7,MS,-0.46,0.684246318,1
5079,215566,White,2,33.7,3.1,NE,-0.48,0.720571605,1
5080,215567,Asian,2,42.6,3.2,NE,-1.39,0.823886532,1
5081,215568,White,1,43.0,3.4,MW,-0.21,0.861359949,1
5082,215569,White,1,39.2,2.9,NE,-0.05,0.766143451,1
5083,215570,White,2,39.8,2.9,SE,-0.76,0.773061124,1
5084,215571,Black,1,37.3,4.0,MW,1.8,0.856402108,1
5085,215572,White,2,43.4,3.6,MS,0.77,0.881127972,1
5086,215573,White,1,32.4,3.4,Mt,0.08,0.721764069,0
5087,215574,White,1,35.5,2.2,GL,1.84,0.6695711,1
5088,215575,White,1,34.1,3.0,NE,0.85,0.716109179,1
5089,215576,White,2,32.5,3.1,GL,-0.66,0.684180034,1
5090,215577,White,2,46.0,3.1,MW,-0.86,0.868671005,1
5091,215578,White,1,48.0,3.2,SC,0.45,0.921923329,1
5092,215579,White,1,38.3,3.1,SC,-0.02,0.770934255,1
5093,215580,White,2,39.5,3.6,MS,1.28,0.834323963,1
5094,215581,White,1,45.6,3.5,MS,0.29,0.897293743,1
5095,215582,White,2,36.1,3.5,SC,-1.25,0.783051176,1
5096,215583,White,2,33.9,3.6,NG,-0.58,0.76961931,1
5097,215584,White,1,42.3,3.9,Mt,1.18,0.897425406,1
5098,215585,White,1,40.3,4.0,FW,-0.83,0.894984265,1
5099,215586,White,2,33.0,3.1,MW,1.56,0.702140235,1
5100,215587,White,1,41.4,3.3,GL,1.88,0.826928716,1
5101,215588,White,2,48.0,3.6,Mt,1.09,0.96314321,1
5102,215589,White,2,36.8,3.2,SC,0.33,0.767616711,1
5103,215590,Asian,2,46.2,3.2,NG,1.53,0.881489244,1
5104,215591,White,1,38.2,3.1,FW,0.71,0.783780985,1
5105,215592,White,2,22.8,2.9,SE,-0.33,0.58055496,1
5106,215593,White,2,28.5,2.7,GL,-0.95,0.611218838,1
5107,215594,White,2,44.3,3.3,SE,0.74,0.870409421,1
5108,215595,White,1,37.9,3.5,SE,-0.0,0.806849893,0
5109,215596,White,2,39.2,3.0,SE,1.36,0.776858354,1
5110,215597,Amerindian,1,35.2,2.2,NE,-0.55,0.652943509,1
5111,215598,White,2,40.4,2.3,SE,0.33,0.739446361,1
5112,215599,White,2,34.3,3.4,GL,-1.03,0.752243002,1
5113,215600,White,1,37.7,3.2,NE,-0.24,0.767718365,1
5114,215601,White,2,35.3,3.0,GL,-0.5,0.712897554,1
5115,215602,White,1,39.4,3.6,FW,0.07,0.829505085,1
5116,215603,White,1,41.2,3.9,SC,0.9,0.888402486,1
5117,215604,White,1,34.1,2.4,Mt,1.19,0.657690502,1
5118,215605,White,2,39.4,2.6,MS,-0.01,0.74537655,1
5119,215606,White,2,41.5,3.5,Mt,1.22,0.839748047,1
5120,215607,White,1,42.7,3.3,NG,0.3,0.832781254,1
5121,215608,White,2,37.3,3.1,FW,-0.08,0.743683379,1
5122,215609,White,2,40.4,3.1,SE,0.56,0.800513998,1
5123,215610,White,2,28.1,2.6,SC,-0.54,0.6208989,1
5124,215611,White,2,37.2,2.8,NG,0.4,0.736931113,1
5125,215612,White,1,31.4,3.6,Mt,-0.1,0.731127996,1
5126,215613,White,1,36.6,3.9,SE,-0.05,0.844770219,1
5127,215614,Mexican,2,40.6,3.4,Mt,-0.88,0.811057334,1
5128,215615,White,2,42.7,3.3,NE,0.06,0.840716938,1
5129,215616,Mexican,1,39.4,3.3,GL,0.36,0.800034135,1
5130,215617,White,1,41.1,3.9,NE,1.71,0.887498044,1
5131,215618,White,2,43.8,3.6,FW,0.17,0.900478869,1
5132,215619,White,2,33.6,2.5,NE,0.7,0.660661758,0
5133,215620,White,2,41.8,3.6,NE,0.99,0.862115852,1
5134,215621,White,2,35.1,3.1,GL,-1.23,0.727649711,1
5135,215622,White,2,34.2,2.7,FW,0.28,0.687212462,1
5136,215623,White,2,33.2,3.1,GL,-0.65,0.713511014,0
5137,215624,White,2,38.6,3.5,NE,-1.98,0.800107863,0
5138,215625,White,1,33.7,2.9,FW,0.26,0.687338654,1
5139,215626,White,2,33.1,3.9,SC,-0.03,0.793161588,1
5140,215627,White,2,38.8,3.4,MS,1.36,0.804056402,1
5141,215628,White,2,22.8,3.1,SC,0.32,0.583069302,1
5142,215629,White,2,46.6,3.2,GL,-0.46,0.886405455,1
5143,215630,White,1,37.9,3.0,SC,0.16,0.752281348,1
5144,215631,White,2,39.1,3.6,Mt,1.16,0.829308796,1
5145,215632,White,2,37.4,3.1,FW,1.14,0.759083425,1
5146,215633,White,1,41.4,3.8,NE,0.78,0.883168083,1
5147,215634,White,1,47.0,3.4,MW,1.51,0.906987335,1
5148,215635,White,1,32.1,3.7,GL,-1.19,0.765616725,1
5149,215636,White,2,29.1,2.9,NE,-1.63,0.638756171,1
5150,215637,White,1,19.7,3.7,GL,-0.69,0.633115024,0
5151,215638,Black,2,47.2,3.6,SC,0.94,0.931875107,1
5152,215639,White,2,43.6,3.2,NE,1.37,0.854683695,1
5153,215640,White,1,48.0,2.8,FW,-0.06,0.911210855,1
5154,215641,White,1,30.5,3.6,NG,-0.07,0.72515426,0
5155,215642,White,2,40.4,3.5,MW,-0.13,0.829086799,1
5156,215643,White,1,38.7,3.9,GL,2.67,0.843856997,1
5157,215644,White,1,46.4,3.3,FW,-1.58,0.886614642,1
5158,215645,White,1,42.9,3.5,NE,1.43,0.860531024,1
5159,215646,White,2,34.9,3.8,MW,-1.02,0.79393023,1
5160,215647,White,1,39.2,3.7,GL,-0.22,0.840194004,1
5161,215648,Asian,1,37.5,4.1,SC,-0.17,0.877585922,1
5162,215649,White,2,45.1,2.9,SE,-0.4,0.846146557,0
5163,215650,White,2,38.7,2.7,SC,0.33,0.74246448,1
5164,215651,White,1,36.9,3.6,FW,0.84,0.808086367,1
5165,215652,White,2,38.4,3.3,MW,-0.44,0.786307401,1
5166,215653,White,1,42.7,3.7,SE,0.0,0.892715375,1
5167,215654,White,1,37.5,3.9,NE,0.37,0.842054671,1
5168,215655,White,2,44.4,3.7,MS,0.73,0.905587475,1
5169,215656,White,2,37.1,3.4,NE,1.13,0.776307927,1
5170,215657,White,2,38.1,3.2,SE,-0.03,0.781747474,1
5171,215658,White,1,37.9,3.0,NE,1.01,0.756224563,1
5172,215659,White,2,31.0,3.2,SC,0.43,0.686305038,1
5173,215660,White,1,33.0,2.8,SC,-0.71,0.683032217,1
5174,215661,White,2,37.6,2.9,GL,-0.13,0.743470338,1
5175,215662,White,1,40.7,3.5,GL,-0.48,0.84197257,1
5176,215663,White,1,29.7,3.8,Mt,-0.21,0.742236719,1
5177,215664,White,2,31.8,2.6,SC,0.13,0.635555869,1
5178,215665,Asian,2,32.0,3.7,FW,1.2,0.738272071,1
5179,215666,Black,2,36.1,3.5,SE,0.47,0.781092799,1
5180,215667,White,2,37.8,3.2,MW,-0.75,0.761709428,1
5181,215668,White,2,36.7,2.3,GL,0.15,0.681494412,1
5182,215669,Black,2,33.3,2.9,SC,-0.55,0.693905367,0
5183,215670,White,2,32.8,3.9,FW,-0.78,0.781766571,1
5184,215671,White,2,39.0,3.4,FW,1.05,0.804434955,1
5185,215672,White,2,34.0,3.2,SE,0.98,0.721249611,1
5186,215673,White,2,32.4,3.3,FW,1.89,0.713705434,0
5187,215674,White,1,37.1,3.9,Mt,-0.17,0.84528484,1
5188,215675,White,2,35.0,3.0,FW,1.99,0.720888605,1
5189,215676,White,1,33.9,3.7,NE,-0.45,0.771825605,1
5190,215677,White,2,37.9,3.7,SE,1.36,0.832463492,1
5191,215678,White,2,33.9,3.0,Mt,0.35,0.695158289,1
5192,215679,White,2,30.7,3.1,FW,-1.25,0.67700911,1
5193,215680,White,1,32.6,3.0,SE,0.48,0.705966051,1
5194,215681,White,2,46.6,3.6,SE,1.36,0.923481507,1
5195,215682,Asian,2,37.3,2.1,NG,0.94,0.677788708,1
5196,215683,White,2,42.0,3.6,SE,-0.51,0.855465086,1
5197,215684,White,1,38.5,3.2,FW,0.58,0.779024152,0
5198,215685,White,1,35.2,2.8,Mt,0.51,0.706235418,1
5199,215686,White,1,36.8,3.9,SE,-0.3,0.839890765,1
5200,215687,White,2,40.3,3.3,SC,-0.62,0.813931073,1
5201,215688,White,1,39.8,3.3,FW,-0.05,0.822579952,1
5202,215689,White,1,28.4,3.7,MS,0.56,0.707937821,1
5203,215690,White,2,40.5,3.5,NE,-1.41,0.827688577,1
5204,215691,White,2,36.9,3.4,SC,0.92,0.789771912,1
5205,215692,White,2,27.2,3.5,FW,-0.08,0.672286561,1
5206,215693,White,2,40.4,3.1,NE,-1.34,0.798512462,1
5207,215694,White,1,39.5,3.9,NE,0.31,0.861852178,1
5208,215695,White,2,37.1,2.7,GL,-0.26,0.72564579,1
5209,215696,White,2,31.9,2.7,SC,0.45,0.647172051,1
5210,215697,White,2,36.2,3.2,GL,-0.33,0.75546199,1
5211,215698,White,1,29.9,3.3,FW,-0.02,0.672140296,1
5212,215699,White,2,29.7,3.0,FW,0.3,0.661240419,1
